cliente_id,idade,plano,ciclo,valor_mensal,regiao,canal_aquisicao,nps,data_assinatura,data_cancelamento,data_ultimo_acesso,data_extracao,dias_ativos_ult_mes,horas_assistidas_total,motivo_cancelamento,churn
3397,45,premium,Mensal,55.9,Centro-Oeste,google,5,2021-04-13,,2024-01-10,2024-01-31,16,762.6,,0
2842,43,BASICO,Anual,19.9,Centro-Oeste,Google,8,2023-12-12,,2024-01-17,2024-01-31,18,40.4,,0
2732,18,Premium,Mensal,55.9,Sudeste,Organico,8,2022-05-26,,2024-01-04,2024-01-31,8,298.8,,0
2675,18,padrão,Mensal,34.9,Nordeste,IG,6,2023-07-25,,2024-01-31,2024-01-31,17,221.8,,0
4926,24,Basico,Mensal,19.9,Sudeste,Organico,4,2021-07-03,,2024-01-28,2024-01-31,14,713.6,,0
5820,33,básico,Mensal,19.9,Centro-Oeste,IG,7,2023-05-02,,2024-01-04,2024-01-31,10,212.2,,0
3305,43,Premium,Mensal,55.9,Centro-Oeste,orgânico,0,2023-03-26,2023-12-15,2023-11-30,2024-01-31,5,86.7,problema tecnico,1
2983,18,Padrao,Mensal,34.9,Sudeste,google,7,2022-11-17,2023-09-15,2023-08-07,2024-01-31,4,111.6,preco,1
4254,28,básico,Mensal,19.9,Sul,Instagram,8,2019-07-10,,2024-01-13,2024-01-31,12,900,,0
2244,44,Basico,Anual,19.9,Sudeste,IG,5,2022-12-25,2023-12-27,2023-12-23,2024-01-31,2,46.7,Concorrente,1
1711,31,básico,Mensal,19.9,Sudeste,orgânico,6,2022-11-11,,2024-01-04,2024-01-31,12,323.1,,0
1371,42,Basico,Mensal,19.9,Nordeste,Google,5,2023-10-26,,2024-01-29,2024-01-31,12,63.3,,0
4057,20,padrão,Mensal,34.9,Nordeste,IG,9,2022-04-11,,2024-01-26,2024-01-31,11,567.4,,0
4389,34,Premium,Mensal,55.9,Nordeste,Organico,8,2023-04-28,,2024-01-23,2024-01-31,14,182.6,,0
4304,30,Premium,Anual,55.9,Sudeste,orgânico,7,2022-11-14,,2024-01-07,2024-01-31,9,233,,0
2546,36,BASICO,Mensal,19.9,Sudeste,Organico,7,2023-05-16,,2024-01-04,2024-01-31,14,222.6,,0
2092,40,Basico,Mensal,19.9,Sudeste,instagram,6,2023-05-22,2023-10-29,2023-09-29,2024-01-31,3,34.9,Pouco conteúdo novo,1
4267,45,Basico,Anual,19.9,Sudeste,indicação,7,2022-03-09,,2024-01-02,2024-01-31,18,636.9,,0
3133,21,Padrao,Mensal,34.9,Sudeste,IG,2,2022-12-21,,2024-01-20,2024-01-31,11,241.3,,0
3593,52,básico,Mensal,19.9,Sudeste,Indicacao,5,2022-09-25,2023-10-02,2023-09-28,2024-01-31,2,50.9,Pouco conteúdo novo,1
2136,35,premium,Mensal,55.9,Sudeste,IG,5,2022-08-12,,2024-01-26,2024-01-31,8,193,,0
4460,50,básico,Mensal,19.9,Norte,Indicacao,7,2023-07-13,,2024-01-19,2024-01-31,10,97.1,,0
1122,42,Padrao,Mensal,34.9,Nordeste,indicação,2,2022-11-14,2023-11-05,2023-10-05,2024-01-31,3,88.5,Falta de tempo,1
2522,29,BASICO,Mensal,19.9,Sudeste,instagram,10,2023-06-15,,2024-01-30,2024-01-31,15,193.9,,0
3882,37,BASICO,Anual,19.9,Sudeste,google,6,2023-02-11,2023-11-05,2023-09-30,2024-01-31,5,81.1,Falta de tempo,1
1025,26,BASICO,Mensal,19.9,Sudeste,Google,3,2023-03-28,2023-11-15,2023-11-08,2024-01-31,6,94.1,preco,1
3765,44,BASICO,Mensal,19.9,Sudeste,google,6,2022-09-02,,2024-01-29,2024-01-31,12,449.2,,0
2351,34,Basico,Mensal,19.9,Norte,Instagram,9,2023-10-09,,2024-01-02,2024-01-31,13,73.7,,0
2057,39,Premium,Mensal,55.9,Nordeste,Organico,6,2023-09-10,2024-01-06,2023-11-29,2024-01-31,4,25.9,Problema técnico,1
1973,36,Basico,Mensal,19.9,Sudeste,Organico,3,2022-05-27,,2024-01-17,2024-01-31,19,713.7,,0
2597,35,Padrão,Mensal,34.9,?,IG,9,2023-05-01,,2024-01-30,2024-01-31,9,175.9,,0
3550,48,padrão,Mensal,34.9,Sudeste,indicação,6,2023-10-07,,2024-01-30,2024-01-31,14,94.5,,0
2799,30,Padrao,Anual,34.9,Sul,Google,5,2019-02-19,,2024-01-12,2024-01-31,10,900,,0
2211,50,padrão,Mensal,34.9,Centro-Oeste,orgânico,4,2023-06-16,,2024-01-26,2024-01-31,12,140.1,,0
4502,35,BASICO,Mensal,19.9,Sudeste,instagram,9,2023-11-06,,2024-01-24,2024-01-31,13,54.7,,0
2083,36,Padrão,Anual,34.9,Sul,Instagram,10,2023-04-28,,2024-01-23,2024-01-31,11,161.4,,0
3813,27,premium,Mensal,55.9,Sudeste,indicação,5,2022-09-23,,2024-01-30,2024-01-31,13,361.8,,0
5072,18,Padrao,Mensal,34.9,Sul,Google,9,2022-07-23,,2024-01-14,2024-01-31,7,294.2,,0
3225,34,BASICO,Anual,1990,Sudeste,Instagram,5,2023-03-25,2023-10-15,2023-09-13,2024-01-31,0,0,Falta de tempo,1
4133,38,premium,Mensal,55.9,Sudeste,IG,10,2023-09-13,,2024-01-31,2024-01-31,16,133.7,,0
1871,37,Basico,Anual,19.9,Nordeste,Indicacao,6,2023-06-26,2023-12-31,2023-12-17,2024-01-31,4,43.1,Problema técnico,1
1805,35,padrão,Mensal,34.9,Centro-Oeste,Google,4,2023-03-02,2023-09-13,2023-09-03,2024-01-31,2,52.5,preco,1
4869,37,Basico,Mensal,19.9,Centro-Oeste,Google,8,2023-05-09,2024-01-20,2023-12-17,2024-01-31,3,44.6,Pouco conteúdo novo,1
4479,30,BASICO,Mensal,19.9,Sudeste,Organico,4,2023-12-08,2024-01-26,2024-01-19,2024-01-31,1,2.3,Falta de tempo,1
3341,22,padrão,Anual,34.9,Sul,instagram,6,2021-10-08,,2024-01-29,2024-01-31,16,838.7,,0
2727,47,premium,Mensal,5590,Sudeste,Instagram,7,2023-08-21,2023-11-26,2023-10-25,2024-01-31,5,48.2,Preço,1
2379,44,BASICO,Mensal,1990,Sudeste,Organico,2,2023-12-02,2024-01-22,2024-01-07,2024-01-31,4,17.8,PREÇO,1
3465,21,básico,Mensal,1990,Sudeste,Instagram,5,2021-07-14,,2024-01-02,2024-01-31,10,540.4,,0
3421,38,padrão,Anual,34.9,Sudeste,instagram,8,2022-07-14,,2024-01-31,2024-01-31,12,312,,0
5136,25,básico,Mensal,19.9,Sudeste,Organico,10,2022-11-20,,2024-01-03,2024-01-31,14,446.3,,0
1357,35,Basico,Mensal,19.9,Sul,Google,8,2022-07-18,2023-05-04,2023-04-29,2024-01-31,5,143.8,Problema técnico,1
1422,70,padrão,Mensal,34.9,Sul,IG,7,2023-03-24,,2024-01-25,2024-01-31,12,286.9,,0
1250,34,básico,Mensal,19.9,Sudeste,Google,7,2022-11-24,,2024-01-25,2024-01-31,16,414,,0
2440,37,padrão,Mensal,3490,Nordeste,orgânico,5,2022-07-18,2023-06-18,2023-05-17,2024-01-31,2,80.9,PREÇO,1
3924,54,Padrao,Mensal,34.9,Sul,Google,10,2022-12-21,,2024-01-17,2024-01-31,16,420.5,,0
2115,45,padrão,Mensal,34.9,Norte,indicação,8,2022-02-20,,2024-01-25,2024-01-31,12,598.6,,0
4829,18,Padrão,Anual,3490,Sul,Google,7,2023-01-17,,2024-01-28,2024-01-31,8,150.2,,0
2879,44,Basico,Mensal,19.9,Sudeste,Indicacao,6,2023-09-11,2024-01-19,2023-12-19,2024-01-31,4,30.6,Outro,1
4006,37,Basico,Mensal,19.9,Nordeste,IG,8,2022-10-15,,2024-01-11,2024-01-31,15,412.7,,0
2031,27,padrão,Mensal,34.9,Sul,Organico,10,2023-08-22,,2024-01-14,2024-01-31,13,136.4,,0
5250,30,Padrao,Mensal,34.9,Sudeste,Indicacao,5,2023-04-13,,2024-01-31,2024-01-31,16,266.7,,0
3374,29,padrão,Mensal,3490,Nordeste,IG,7,2022-09-23,,2024-01-22,2024-01-31,11,297.1,,0
3360,44,Basico,Mensal,19.9,Sudeste,Instagram,3,2023-01-06,2023-11-18,2023-10-28,2024-01-31,2,52.9,Pouco conteúdo novo,1
5066,26,Premium,Anual,55.9,Sul,indicação,5,2022-12-18,,2024-01-03,2024-01-31,14,362.8,,0
5762,44,Padrão,Mensal,34.9,?,orgânico,6,2021-12-05,,2024-01-22,2024-01-31,15,687.2,,0
4876,45,Basico,Mensal,19.9,Sul,Instagram,6,2023-02-18,2023-11-30,2023-11-19,2024-01-31,5,85.2,Problema técnico,1
2944,29,padrão,Mensal,34.9,Centro-Oeste,Google,8,2022-10-04,,2024-01-30,2024-01-31,9,215.9,,0
1069,41,premium,Mensal,55.9,Nordeste,Instagram,8,2023-01-16,,2024-01-12,2024-01-31,12,285.1,,0
1462,21,Padrao,Mensal,34.9,Sudeste,indicação,8,2021-06-27,,2024-01-17,2024-01-31,7,404,,0
4579,40,Padrão,Mensal,34.9,Nordeste,Instagram,10,2022-07-06,,2024-01-22,2024-01-31,17,749.7,,0
1287,34,Padrao,Mensal,34.9,Nordeste,indicação,9,2022-11-29,,2024-01-04,2024-01-31,13,379.6,,0
5925,30,premium,Mensal,55.9,Sudeste,instagram,7,2022-10-21,,2024-01-26,2024-01-31,11,289,,0
2420,32,premium,Mensal,55.9,Sul,Instagram,10,2022-11-07,,2024-01-02,2024-01-31,17,548.9,,0
1976,32,padrão,Mensal,34.9,Sul,IG,7,2021-02-28,,2024-01-20,2024-01-31,15,900,,0
2020,52,Basico,Mensal,19.9,Nordeste,Instagram,6,2023-08-08,2023-12-11,2023-11-20,2024-01-31,3,28.2,preco,1
1215,21,Basico,Anual,19.9,Sul,indicação,10,2022-07-16,,2024-01-21,2024-01-31,17,465.6,,0
2089,29,premium,Mensal,55.9,Sudeste,Indicacao,7,2023-04-24,,2024-01-26,2024-01-31,11,157,,0
2734,40,Premium,Anual,5590,Nordeste,Organico,9,2022-12-13,,2024-01-06,2024-01-31,18,391.7,,0
3853,30,básico,Mensal,19.9,Sudeste,orgânico,6,2023-08-12,,2024-01-20,2024-01-31,16,192,,0
3452,37,Padrão,Mensal,34.9,Sudeste,google,6,2023-01-01,,2024-01-22,2024-01-31,12,259.8,,0
2314,52,Padrao,Mensal,34.9,Nordeste,orgânico,6,2022-02-21,,2024-01-10,2024-01-31,9,410.8,,0
4310,38,Padrao,Anual,34.9,Sul,IG,5,2023-09-15,,2024-01-30,2024-01-31,11,83.7,,0
4525,18,Premium,Mensal,5590,Centro-Oeste,instagram,5,2023-09-22,,2024-01-22,2024-01-31,9,59.3,,0
5263,20,premium,Mensal,55.9,Sudeste,Instagram,8,2023-05-16,,2024-01-31,2024-01-31,19,355.9,,0
4362,28,Padrão,Mensal,34.9,Centro-Oeste,indicação,7,2022-08-15,,2024-01-21,2024-01-31,16,519.3,,0
5701,46,Padrao,Mensal,3490,Sudeste,orgânico,8,2023-06-20,,2024-01-06,2024-01-31,14,188.1,,0
2432,27,básico,Mensal,19.9,Centro-Oeste,IG,1,2023-06-26,2024-01-18,2023-12-14,2024-01-31,3,29.5,PREÇO,1
3985,44,Basico,Mensal,19.9,Sudeste,Indicacao,2,2023-07-13,2023-11-03,2023-09-30,2024-01-31,1,13.5,preco,1
5679,48,Padrao,Mensal,34.9,Sudeste,indicação,10,2022-12-06,,2024-01-08,2024-01-31,12,338.4,,0
4982,50,Padrão,Mensal,3490,Nordeste,Indicacao,6,2022-02-26,,2024-01-29,2024-01-31,6,282.8,,0
4196,53,Basico,Mensal,19.9,Sul,Organico,6,2020-10-05,,2024-01-06,2024-01-31,12,801.6,,0
5892,18,premium,Mensal,55.9,Sudeste,Organico,8,2021-05-25,,2024-01-19,2024-01-31,18,900,,0
3658,29,Basico,Mensal,19.9,Sudeste,orgânico,8,2023-05-12,,2024-01-26,2024-01-31,21,304.3,,0
4058,41,Premium,Mensal,55.9,Norte,google,8,2023-10-28,,2024-01-18,2024-01-31,20,119.6,,0
1510,52,Premium,Anual,55.9,Norte,orgânico,6,2023-05-27,,2024-01-05,2024-01-31,15,172.8,,0
3086,46,padrão,Mensal,34.9,Sudeste,IG,4,2023-06-29,2023-12-29,2023-12-04,2024-01-31,2,32.7,Pouco conteúdo novo,1
4799,46,Basico,Anual,19.9,Centro-Oeste,instagram,5,2023-05-05,2023-12-05,2023-11-28,2024-01-31,2,26,preco,1
1953,23,premium,Mensal,5590,Sul,indicação,4,2023-04-20,2023-10-10,2023-09-24,2024-01-31,5,92.5,Preço,1
4405,32,premium,Mensal,55.9,Norte,google,5,2022-02-21,,2024-01-19,2024-01-31,19,806.2,,0
5178,58,BASICO,Anual,19.9,Sul,orgânico,7,2023-01-17,,2024-01-05,2024-01-31,15,330.2,,0
4159,42,Basico,Mensal,1990,Sudeste,Instagram,4,2022-09-04,,2024-01-21,2024-01-31,19,748,,0
1895,50,premium,Anual,55.9,Nordeste,IG,7,2022-01-30,,2024-01-04,2024-01-31,14,587.6,,0
3676,24,premium,Mensal,55.9,Centro-Oeste,Organico,4,2023-04-09,2023-09-09,2023-08-28,2024-01-31,3,44.3,PREÇO,1
3386,39,Padrão,Mensal,34.9,Centro-Oeste,Google,6,2023-04-29,2023-11-22,2023-10-29,2024-01-31,0,0,Pouco conteúdo novo,1
3001,29,básico,Mensal,19.9,Nordeste,indicação,4,2023-03-07,,2024-01-30,2024-01-31,20,436.1,,0
3441,30,BASICO,Mensal,19.9,Norte,Indicacao,7,2022-08-12,,2024-01-17,2024-01-31,16,632.3,,0
5647,39,premium,Mensal,55.9,Nordeste,Instagram,9,2022-06-06,,2024-01-10,2024-01-31,14,653.3,,0
1877,51,Padrão,Mensal,34.9,Sudeste,Instagram,7,2023-01-15,,2024-01-18,2024-01-31,14,301.6,,0
4032,45,Padrão,Mensal,3490,Norte,indicação,4,2023-10-17,2024-01-27,2024-01-13,2024-01-31,1,6.7,Preço,1
2384,46,Basico,Mensal,19.9,?,Google,6,2022-03-26,,2024-01-04,2024-01-31,14,696.6,,0
1658,22,BASICO,Anual,1990,Sudeste,Google,2,2023-07-28,2024-01-17,2023-12-30,2024-01-31,3,34.1,Pouco conteúdo novo,1
4009,21,básico,Anual,19.9,Sul,IG,7,2023-07-28,,2024-01-13,2024-01-31,13,153.6,,0
1828,35,básico,Mensal,19.9,Sudeste,instagram,1,2022-11-24,2023-09-15,2023-08-29,2024-01-31,4,91.7,Preço,1
2166,53,Premium,Mensal,5590,Sul,google,9,2023-04-13,,2024-01-23,2024-01-31,10,127.3,,0
5950,0,premium,Mensal,55.9,Centro-Oeste,Indicacao,8,2022-12-24,,2024-01-16,2024-01-31,12,228.2,,0
4949,54,padrão,Anual,34.9,Sudeste,IG,3,2023-05-25,2024-01-20,2024-01-07,2024-01-31,1,16.9,Pouco conteúdo novo,1
1144,26,básico,Mensal,1990,Norte,orgânico,9,2022-01-01,,2024-01-16,2024-01-31,14,661.6,,0
3046,48,Padrão,Mensal,34.9,Sudeste,orgânico,8,2022-09-03,,2024-01-03,2024-01-31,13,325.7,,0
2876,35,básico,Mensal,19.9,Sul,IG,5,2022-10-17,2023-09-20,2023-09-12,2024-01-31,2,62.2,Falta de tempo,1
2816,22,padrão,Mensal,34.9,Nordeste,google,5,2022-09-23,,2024-01-23,2024-01-31,14,479.6,,0
3237,44,básico,Mensal,19.9,Sul,Organico,7,2023-08-16,,2024-01-09,2024-01-31,10,114.9,,0
2854,37,básico,Mensal,19.9,Norte,google,7,2021-10-31,,2024-01-18,2024-01-31,10,381.1,,0
1206,48,básico,Anual,19.9,Nordeste,instagram,5,2021-07-25,,2024-01-18,2024-01-31,12,598.2,,0
1448,20,Padrao,Mensal,34.9,Norte,Instagram,8,2023-06-21,,2024-01-13,2024-01-31,13,180.2,,0
5452,44,Basico,Anual,19.9,Sul,IG,4,2023-06-28,,2024-01-06,2024-01-31,14,163,,0
2602,46,Padrão,Mensal,34.9,Sul,orgânico,6,2023-07-24,,2024-01-26,2024-01-31,16,150,,0
3099,18,padrão,Anual,34.9,Sudeste,Indicacao,4,2023-06-19,2024-01-01,2023-12-05,2024-01-31,4,47.6,preco,1
3994,30,Padrao,Mensal,34.9,Centro-Oeste,Organico,1,2023-10-30,2023-12-22,2023-11-15,2024-01-31,4,26.2,Falta de tempo,1
4626,18,Padrao,Mensal,34.9,Nordeste,Indicacao,8,2023-12-14,,,2024-01-31,14,28.1,,0
3877,37,Padrao,Anual,34.9,Norte,Organico,6,2022-12-26,,2024-01-25,2024-01-31,20,368.9,,0
2121,39,padrão,Anual,34.9,Sudeste,instagram,9,2021-11-05,,2024-01-22,2024-01-31,12,750.9,,0
1640,62,Padrão,Anual,34.9,Sudeste,orgânico,9,2021-09-29,,2024-01-20,2024-01-31,10,397.4,,0
1330,39,padrão,Mensal,34.9,?,Google,10,2023-03-03,,2024-01-05,2024-01-31,11,232.1,,0
4520,46,BASICO,Mensal,19.9,Sudeste,indicação,5,2023-02-04,,2024-01-22,2024-01-31,8,163.3,,0
1185,33,BASICO,Anual,19.9,Sudeste,indicação,8,2023-01-18,,2024-01-17,2024-01-31,18,391.5,,0
4514,44,básico,Mensal,19.9,Sul,IG,5,2023-04-13,2024-01-15,2023-12-09,2024-01-31,2,28.6,PREÇO,1
5811,39,Premium,Anual,55.9,Nordeste,Google,6,2023-06-05,,2024-01-03,2024-01-31,16,284.7,,0
3588,38,Padrão,Mensal,34.9,Norte,IG,7,2021-02-26,,2024-01-14,2024-01-31,18,900,,0
2518,31,premium,Mensal,55.9,Sul,IG,9,2022-02-06,,2024-01-26,2024-01-31,8,457.4,,0
4767,29,Padrão,Mensal,34.9,Sudeste,orgânico,7,2023-06-13,,2024-01-25,2024-01-31,12,190.9,,0
3260,36,básico,Mensal,19.9,Centro-Oeste,Organico,10,2022-11-05,,2024-01-11,2024-01-31,17,579.5,,0
4656,38,BASICO,Mensal,19.9,Sul,Indicacao,10,2022-08-15,,2024-01-13,2024-01-31,22,674.8,,0
1643,33,premium,Mensal,5590,Sul,Indicacao,8,2022-11-20,,2024-01-19,2024-01-31,9,257.5,,0
1070,19,Premium,Mensal,5590,Sudeste,indicação,9,2022-02-18,,2024-01-29,2024-01-31,18,638.5,,0
4404,39,Padrao,Anual,34.9,Sul,Organico,6,2022-03-16,,2024-01-29,2024-01-31,12,375.1,,0
1186,40,básico,Anual,19.9,Sul,IG,9,2020-12-15,,2024-01-06,2024-01-31,7,606.4,,0
5473,34,padrão,Mensal,34.9,?,Organico,5,2023-06-18,,2024-01-24,2024-01-31,23,331.8,,0
5024,45,padrão,Mensal,34.9,Centro-Oeste,orgânico,4,2023-08-28,,2024-01-02,2024-01-31,16,166.2,,0
5338,37,básico,Mensal,19.9,Sudeste,instagram,3,2022-10-16,,2024-01-23,2024-01-31,15,326.1,,0
5833,52,Basico,Mensal,19.9,Sudeste,orgânico,3,2023-02-24,2023-11-05,2023-10-27,2024-01-31,1,25.9,problema tecnico,1
4194,42,Premium,Mensal,55.9,Sudeste,orgânico,5,2023-04-10,2023-12-25,2023-12-17,2024-01-31,0,0,Preço,1
3984,44,padrão,Anual,34.9,Sudeste,Organico,10,2023-02-09,,2024-01-19,2024-01-31,14,278.8,,0
1627,45,BASICO,Anual,19.9,Nordeste,indicação,3,2023-07-04,2023-10-29,2023-10-04,2024-01-31,2,24.4,problema tecnico,1
5879,39,BASICO,Mensal,19.9,Sul,instagram,5,2022-09-29,2023-08-06,2023-07-30,2024-01-31,3,109.9,problema tecnico,1
2558,36,Padrão,Mensal,3490,Norte,IG,10,2022-11-14,,2024-01-23,2024-01-31,14,443.9,,0
1623,25,Premium,Mensal,55.9,Nordeste,Google,7,2022-02-25,,2024-01-22,2024-01-31,9,409.2,,0
5326,25,padrão,Anual,3490,Sul,indicação,2,2023-08-21,2024-01-12,2023-12-07,2024-01-31,3,28.1,Falta de tempo,1
5162,37,premium,Mensal,55.9,Norte,indicação,5,2023-06-14,,2024-01-02,2024-01-31,15,165.3,,0
4333,30,Basico,Mensal,19.9,Norte,instagram,5,2022-06-16,,2024-01-27,2024-01-31,21,664,,0
3139,28,padrão,Mensal,34.9,Sul,Organico,10,2022-06-03,,2024-01-07,2024-01-31,13,485.4,,0
4321,39,BASICO,Mensal,19.9,Sudeste,Indicacao,7,2022-12-16,,2024-01-04,2024-01-31,16,448.2,,0
2661,19,Premium,Mensal,5590,Sudeste,google,2,2023-02-16,2024-01-13,2023-12-22,2024-01-31,1,26.3,preco,1
2035,18,BASICO,Mensal,1990,Sudeste,Indicacao,5,2023-08-08,2023-12-06,2023-11-18,2024-01-31,2,23.6,Concorrente,1
4990,44,Basico,Anual,19.9,Sudeste,Instagram,7,2022-12-20,,2024-01-27,2024-01-31,8,150,,0
3428,41,Padrao,Mensal,34.9,Nordeste,Instagram,4,2022-09-20,,2024-01-06,2024-01-31,9,299.6,,0
3965,36,Padrão,Anual,34.9,Norte,orgânico,4,2022-07-31,2023-09-27,2023-09-20,2024-01-31,0,0,PREÇO,1
3120,18,Basico,Mensal,19.9,Sul,google,4,2022-09-13,,2024-01-05,2024-01-31,16,414,,0
3486,18,premium,Mensal,55.9,Sudeste,instagram,6,2022-12-24,,2024-01-11,2024-01-31,15,453,,0
4802,26,Basico,Mensal,19.9,Norte,indicação,8,2022-09-04,,2024-01-24,2024-01-31,21,663.2,,0
1565,36,Padrão,Mensal,34.9,Sudeste,Instagram,6,2023-03-04,,2024-01-18,2024-01-31,6,116.8,,0
3365,35,básico,Mensal,19.9,Sudeste,orgânico,8,2023-05-23,,2024-01-10,2024-01-31,23,425,,0
2289,150,Padrão,Anual,34.9,Nordeste,indicação,4,2023-08-14,,2024-01-22,2024-01-31,10,71.7,,0
3846,50,Padrão,Mensal,34.9,Centro-Oeste,IG,9,2023-06-18,,2024-01-13,2024-01-31,22,357.8,,0
1730,31,premium,Anual,55.9,Nordeste,Organico,4,2022-12-19,2023-10-18,2023-09-24,2024-01-31,3,69.6,preco,1
4430,36,básico,Mensal,19.9,Sul,indicação,8,2022-09-01,,2024-01-11,2024-01-31,13,416.7,,0
5997,20,básico,Anual,19.9,Sudeste,IG,7,2022-10-04,,2024-01-11,2024-01-31,12,314.7,,0
1499,37,Basico,Mensal,19.9,?,orgânico,7,2022-11-04,,2024-01-28,2024-01-31,17,478.5,,0
3817,41,básico,Mensal,19.9,Sul,Organico,6,2023-09-12,2024-01-11,2023-12-23,2024-01-31,5,46.5,problema tecnico,1
1942,35,premium,Anual,55.9,Sul,Indicacao,5,2021-07-07,,2024-01-21,2024-01-31,11,486.2,,0
3010,35,Premium,Mensal,55.9,Sul,Indicacao,8,2022-10-08,,2024-01-27,2024-01-31,12,277.5,,0
2390,44,básico,Mensal,19.9,Sul,Instagram,5,2023-08-25,2023-12-21,2023-12-11,2024-01-31,2,15.6,Preço,1
1163,32,BASICO,Mensal,19.9,Sul,Google,8,2023-07-19,,,2024-01-31,12,140.4,,0
2620,48,BASICO,Anual,19.9,Sudeste,orgânico,4,2022-12-28,,2024-01-18,2024-01-31,19,506.8,,0
3871,23,BASICO,Mensal,19.9,Sul,Indicacao,9,2023-06-19,,2024-01-06,2024-01-31,9,142.5,,0
1121,57,padrão,Mensal,34.9,Centro-Oeste,Google,2,2023-10-16,2023-12-15,2023-11-08,2024-01-31,7,42.1,Falta de tempo,1
5365,37,BASICO,Anual,1990,Sudeste,instagram,6,2022-06-02,,2024-01-27,2024-01-31,17,772.9,,0
1857,28,BASICO,Mensal,19.9,Norte,Organico,5,2023-08-18,2023-11-22,2023-11-02,2024-01-31,1,9.7,Outro,1
3938,49,BASICO,Mensal,19.9,Sudeste,instagram,9,2023-03-10,,2024-01-07,2024-01-31,17,255.4,,0
5077,44,premium,Mensal,55.9,Sul,instagram,8,2023-11-09,,2024-01-23,2024-01-31,13,59.6,,0
1154,48,Padrao,Anual,34.9,Sul,google,4,2023-04-27,2024-01-22,2023-12-25,2024-01-31,2,38,Concorrente,1
2261,55,Basico,Anual,19.9,Sudeste,Instagram,6,2023-05-27,,2024-01-29,2024-01-31,14,161.6,,0
5632,41,Padrao,Mensal,34.9,Sudeste,indicação,4,2023-02-13,2023-10-12,2023-10-01,2024-01-31,0,0,Pouco conteúdo novo,1
1034,28,padrão,Mensal,34.9,Sul,google,5,2023-10-09,,2024-01-07,2024-01-31,15,64.6,,0
1475,48,premium,Mensal,55.9,Nordeste,Organico,9,2023-06-28,,2024-01-02,2024-01-31,16,250,,0
3189,46,premium,Mensal,55.9,Sul,google,8,2023-05-27,,2024-01-19,2024-01-31,16,303.2,,0
3448,18,BASICO,Mensal,19.9,Sudeste,Indicacao,4,2023-08-15,2023-11-30,2023-11-25,2024-01-31,6,43.4,Preço,1
2637,56,Premium,Mensal,55.9,Norte,instagram,2,2021-12-01,,2024-01-08,2024-01-31,14,612.2,,0
4181,42,Padrão,Mensal,3490,Nordeste,IG,4,2022-10-03,,2024-01-18,2024-01-31,12,405.7,,0
1785,62,Padrão,Mensal,34.9,Sul,Google,7,2023-09-29,,2024-01-02,2024-01-31,10,66.5,,0
1061,28,Padrão,Mensal,34.9,Sudeste,orgânico,6,2022-01-23,,2024-01-09,2024-01-31,17,712.1,,0
1465,39,básico,Mensal,1990,Nordeste,Instagram,9,2022-08-21,,2024-01-15,2024-01-31,22,577.5,,0
1750,32,premium,Mensal,55.9,Sudeste,Indicacao,4,2023-09-08,2024-01-15,2023-12-21,2024-01-31,6,41.9,Preço,1
3311,31,básico,Mensal,19.9,Sudeste,instagram,8,2023-11-21,,2024-01-24,2024-01-31,12,37.4,,0
3416,40,Basico,Mensal,19.9,Sul,indicação,7,2022-06-13,,2024-01-28,2024-01-31,19,773,,0
3244,25,Basico,Mensal,19.9,Sudeste,Google,10,2023-08-14,,2024-01-31,2024-01-31,18,190.3,,0
4473,55,padrão,Anual,34.9,Sudeste,Indicacao,5,2022-02-25,2023-06-12,2023-05-31,2024-01-31,1,54,Pouco conteúdo novo,1
2216,42,Padrão,Mensal,34.9,Sul,Instagram,8,2022-04-29,,2024-01-05,2024-01-31,7,262.6,,0
3815,50,Basico,Mensal,1990,Sudeste,orgânico,9,2023-04-16,,2024-01-05,2024-01-31,13,171.6,,0
5343,32,Padrao,Mensal,34.9,Norte,Organico,7,2023-06-17,,2024-01-13,2024-01-31,9,147,,0
5310,26,premium,Mensal,55.9,Sudeste,Organico,2,2023-04-21,2023-10-08,2023-09-02,2024-01-31,4,85.5,PREÇO,1
1183,31,premium,Anual,5590,Sul,instagram,9,2023-07-14,,2024-01-22,2024-01-31,19,243.4,,0
1695,50,Padrão,Mensal,34.9,Nordeste,Organico,3,2023-05-19,2023-10-07,2023-09-13,2024-01-31,4,52.2,Problema técnico,1
4302,42,Basico,Mensal,19.9,Nordeste,orgânico,3,2023-01-03,2023-09-30,2023-08-23,2024-01-31,2,53.4,Preço,1
2135,46,Padrao,Mensal,3490,Sudeste,Instagram,2,2023-08-17,2024-01-08,2023-12-15,2024-01-31,2,18,problema tecnico,1
4252,49,BASICO,Mensal,1990,?,Indicacao,7,2022-05-04,2023-04-17,2023-04-06,2024-01-31,4,127.6,Outro,1
5074,32,Basico,Mensal,19.9,Sul,indicação,7,2023-05-05,,2024-01-13,2024-01-31,15,261.7,,0
4714,18,Basico,Mensal,19.9,Sul,Organico,9,2022-02-28,,2024-01-20,2024-01-31,16,577.7,,0
3786,18,BASICO,Mensal,19.9,Nordeste,orgânico,8,2023-01-20,,2024-01-28,2024-01-31,20,336.1,,0
4528,31,padrão,Mensal,34.9,Sul,Organico,8,2022-09-20,2023-06-23,2023-06-10,2024-01-31,6,137.7,Pouco conteúdo novo,1
