cliente_id,etapa
1631,visitou_site
1304,assistiu_1a_aula
3544,criou_conta
2614,visitou_site
5551,criou_conta
5543,assistiu_1a_aula
4836,criou_conta
5732,criou_conta
4505,assistiu_1a_aula
3727,visitou_site
1167,criou_conta
3048,visitou_site
2346,visitou_site
3956,assinou_plano
1819,criou_conta
5674,assistiu_1a_aula
4153,criou_conta
3572,assistiu_1a_aula
5361,assistiu_1a_aula
3658,visitou_site
1373,criou_conta
3957,assistiu_1a_aula
3427,visitou_site
3485,visitou_site
5255,criou_conta
4680,criou_conta
4575,visitou_site
2684,visitou_site
5966,assistiu_1a_aula
4235,criou_conta
1204,criou_conta
5680,visitou_site
1014,criou_conta
4618,criou_conta
3080,assistiu_1a_aula
3738,criou_conta
5902,visitou_site
3270,visitou_site
5265,visitou_site
2285,visitou_site
1435,criou_conta
1510,visitou_site
5547,visitou_site
4456,visitou_site
3348,visitou_site
3721,visitou_site
1432,assistiu_1a_aula
2555,criou_conta
3864,assistiu_1a_aula
3049,assistiu_1a_aula
3193,visitou_site
1710,renovou
2447,assinou_plano
2559,visitou_site
5326,visitou_site
1626,visitou_site
5187,renovou
2930,visitou_site
2756,renovou
4257,visitou_site
3523,assistiu_1a_aula
3227,assistiu_1a_aula
2544,criou_conta
4376,criou_conta
1052,visitou_site
5904,visitou_site
5362,visitou_site
5835,assistiu_1a_aula
3583,assistiu_1a_aula
1042,criou_conta
2505,visitou_site
2158,assistiu_1a_aula
4490,assinou plano
4141,visitou_site
4334,assistiu_1a_aula
3597,assistiu_1a_aula
2337,assinou_plano
2760,visitou_site
5002,assistiu_1a_aula
5048,visitou_site
2243,visitou_site
3303,visitou_site
2027,assistiu_1a_aula
1799,visitou_site
2191,renovou
5398,assistiu_1a_aula
5151,assistiu_1a_aula
2033,criou_conta
2592,visitou_site
3408,visitou_site
1073,visitou_site
4311,visitou_site
5237,visitou_site
5134,criou_conta
3914,assistiu_1a_aula
4234,visitou_site
4834,assistiu_1a_aula
5019,visitou_site
2854,criou_conta
2035,renovou
5472,assistiu_1a_aula
2647,assinou plano
4746,criou_conta
4347,Assinou_Plano
5514,assinou_plano
4017,visitou_site
2195,assistiu_1a_aula
3789,visitou_site
5055,criou_conta
4495,assistiu_1a_aula
4502,criou_conta
5857,visitou_site
1177,assinou_plano
4890,assistiu_1a_aula
2686,visitou_site
2565,visitou_site
3210,visitou_site
4146,assistiu_1a_aula
1537,visitou_site
5798,assistiu_1a_aula
3097,assistiu_1a_aula
2912,visitou_site
2778,visitou_site
3100,criou_conta
5376,criou_conta
1693,visitou_site
3941,criou_conta
1907,criou_conta
1159,renovou
3382,renovou
5784,assistiu_1a_aula
5751,criou_conta
4421,visitou_site
5192,assistiu_1a_aula
2070,visitou_site
4675,renovou
1781,criou_conta
4288,criou_conta
4121,visitou_site
4908,visitou_site
1578,visitou_site
1055,assistiu_1a_aula
2716,visitou_site
3795,criou_conta
4332,criou_conta
2183,visitou_site
4481,visitou_site
4501,visitou_site
4265,assistiu_1a_aula
3035,visitou_site
5766,assistiu_1a_aula
4465,visitou_site
1138,criou_conta
2912,assistiu_1a_aula
4410,Assinou_Plano
1140,assistiu_1a_aula
1852,criou_conta
2711,visitou_site
3827,visitou_site
4737,renovou
2600,criou_conta
5496,criou_conta
1660,criou_conta
2542,assistiu_1a_aula
5743,visitou_site
4513,visitou_site
5050,criou_conta
2419,visitou_site
4819,visitou_site
1104,assistiu_1a_aula
1176,visitou_site
1532,renovou
4511,visitou_site
2172,criou_conta
1570,criou_conta
4582,criou_conta
1727,assistiu_1a_aula
2203,visitou_site
2131,criou_conta
2972,criou_conta
1510,assistiu_1a_aula
4833,visitou_site
2754,criou_conta
2702,criou_conta
2290,assinou_plano
1003,visitou_site
4779,criou_conta
1116,assistiu_1a_aula
4240,assistiu_1a_aula
5327,assistiu_1a_aula
4742,assistiu_1a_aula
1641,visitou_site
1906,assistiu_1a_aula
4263,visitou_site
1259,criou_conta
4693,criou_conta
2733,renovou
3073,visitou_site
1382,criou_conta
2912,criou_conta
1991,criou_conta
4760,criou_conta
4745,assistiu_1a_aula
1888,renovou
4086,visitou_site
1742,assistiu_1a_aula
1763,assistiu_1a_aula
3835,assinou plano
5619,assistiu_1a_aula
4915,criou_conta
2216,renovou
3797,visitou_site
5414,criou_conta
5636,criou_conta
4891,visitou_site
5115,assistiu_1a_aula
1613,visitou_site
5789,assinou_plano
4753,assistiu_1a_aula
4976,assistiu_1a_aula
5263,criou_conta
3799,criou_conta
3109,visitou_site
5980,renovou
4655,visitou_site
2910,visitou_site
3101,visitou_site
5107,criou_conta
3512,assistiu_1a_aula
4555,assistiu_1a_aula
2059,criou_conta
5090,criou_conta
3610,criou_conta
2082,assistiu_1a_aula
1824,assistiu_1a_aula
4439,criou_conta
4688,assinou plano
3534,visitou_site
1500,criou_conta
2334,visitou_site
1876,renovou
4183,visitou_site
4692,assistiu_1a_aula
5340,criou_conta
3643,assistiu_1a_aula
4822,assistiu_1a_aula
1270,visitou_site
4561,visitou_site
1822,assinou_plano
1751,visitou_site
2835,assistiu_1a_aula
4737,visitou_site
4082,assistiu_1a_aula
5046,assistiu_1a_aula
5387,criou_conta
3636,renovou
3843,assistiu_1a_aula
2305,assistiu_1a_aula
5428,visitou_site
5801,visitou_site
5903,visitou_site
5064,visitou_site
3581,criou_conta
1829,criou_conta
1165,criou_conta
1364,visitou_site
4191,criou_conta
5924,assistiu_1a_aula
5701,assistiu_1a_aula
3711,visitou_site
2122,assistiu_1a_aula
3759,visitou_site
1542,criou_conta
4464,assistiu_1a_aula
2856,assinou_plano
1926,renovou
2457,visitou_site
4464,renovou
2768,renovou
4255,visitou_site
1484,criou_conta
4785,criou_conta
4192,assistiu_1a_aula
3784,visitou_site
4101,visitou_site
5235,assistiu_1a_aula
1529,visitou_site
2370,assinou_plano
4248,criou_conta
5303,visitou_site
3940,assistiu_1a_aula
4088,renovou
3791,assistiu_1a_aula
2944,visitou_site
1489,criou_conta
1329,criou_conta
3737,assistiu_1a_aula
2214,visitou_site
2909,assistiu_1a_aula
1550,criou_conta
1775,criou_conta
1666,criou_conta
5845,visitou_site
2448,assinou plano
5093,visitou_site
3746,visitou_site
1402,criou_conta
3934,visitou_site
3067,visitou_site
1135,criou_conta
1683,visitou_site
2663,visitou_site
3667,assistiu_1a_aula
5267,criou_conta
5010,criou_conta
1069,renovou
1397,assistiu_1a_aula
5412,visitou_site
1292,criou_conta
3468,visitou_site
4029,visitou_site
4286,renovou
5037,assistiu_1a_aula
5552,visitou_site
4452,visitou_site
2332,visitou_site
1424,visitou_site
5275,visitou_site
4808,visitou_site
4067,visitou_site
2637,assistiu_1a_aula
1159,Assinou_Plano
5372,criou_conta
1233,assistiu_1a_aula
5586,visitou_site
3179,assistiu_1a_aula
5131,visitou_site
5671,criou_conta
2575,visitou_site
5551,visitou_site
3651,assinou plano
3627,assinou_plano
4378,visitou_site
5105,visitou_site
3030,visitou_site
1851,Assinou_Plano
5773,visitou_site
4123,assistiu_1a_aula
1083,assistiu_1a_aula
4061,visitou_site
2323,assinou_plano
4464,renovou
1194,renovou
4426,assistiu_1a_aula
2232,visitou_site
2891,visitou_site
1027,assinou plano
4698,assistiu_1a_aula
3293,criou_conta
2672,assistiu_1a_aula
2598,assinou plano
5577,criou_conta
3784,assistiu_1a_aula
1098,visitou_site
4663,renovou
1166,visitou_site
5435,criou_conta
3079,visitou_site
5962,renovou
5072,criou_conta
5016,Assinou_Plano
4993,criou_conta
3538,Assinou_Plano
3576,visitou_site
5565,assistiu_1a_aula
3998,visitou_site
4914,visitou_site
2594,assinou_plano
5532,visitou_site
4165,criou_conta
3832,visitou_site
3639,assistiu_1a_aula
4652,assistiu_1a_aula
5634,assistiu_1a_aula
2718,visitou_site
3239,Assinou_Plano
5266,criou_conta
5448,assistiu_1a_aula
3012,criou_conta
5073,visitou_site
2506,criou_conta
4581,criou_conta
3410,visitou_site
5310,assistiu_1a_aula
3784,criou_conta
1797,criou_conta
4861,assistiu_1a_aula
3750,visitou_site
1466,assistiu_1a_aula
5847,visitou_site
3201,visitou_site
5907,criou_conta
1628,visitou_site
3837,assistiu_1a_aula
1636,visitou_site
1292,visitou_site
5514,criou_conta
5678,criou_conta
4506,visitou_site
2318,renovou
1006,renovou
3597,Assinou_Plano
5746,assistiu_1a_aula
3648,visitou_site
5714,criou_conta
3957,criou_conta
3159,visitou_site
2658,criou_conta
2638,visitou_site
4302,criou_conta
1469,visitou_site
5415,visitou_site
5519,visitou_site
4134,assinou_plano
1104,visitou_site
1565,criou_conta
4634,criou_conta
5509,assistiu_1a_aula
5360,visitou_site
4274,criou_conta
1054,visitou_site
2068,assistiu_1a_aula
2678,visitou_site
3458,criou_conta
3129,criou_conta
1333,renovou
2105,assinou plano
1800,assistiu_1a_aula
1877,criou_conta
4053,visitou_site
4395,criou_conta
1208,criou_conta
4562,assistiu_1a_aula
1095,visitou_site
2981,assistiu_1a_aula
3228,renovou
4349,visitou_site
1625,assistiu_1a_aula
3988,criou_conta
4982,assistiu_1a_aula
4314,assistiu_1a_aula
3281,criou_conta
2202,criou_conta
1499,Assinou_Plano
4826,criou_conta
4190,visitou_site
1408,visitou_site
2537,visitou_site
2411,visitou_site
2846,assistiu_1a_aula
3320,assistiu_1a_aula
3893,criou_conta
1411,visitou_site
1073,criou_conta
3315,visitou_site
4758,criou_conta
3953,criou_conta
5150,visitou_site
4574,visitou_site
3428,visitou_site
1515,visitou_site
2144,criou_conta
3777,assistiu_1a_aula
3509,visitou_site
4894,criou_conta
2240,assistiu_1a_aula
4638,assistiu_1a_aula
1506,criou_conta
4348,criou_conta
4102,assistiu_1a_aula
1133,visitou_site
2685,visitou_site
2497,criou_conta
5081,visitou_site
5885,criou_conta
1807,renovou
1966,assistiu_1a_aula
3443,criou_conta
2447,assistiu_1a_aula
5743,criou_conta
3560,criou_conta
2757,assistiu_1a_aula
5113,assinou_plano
4360,assistiu_1a_aula
1899,assistiu_1a_aula
5641,Assinou_Plano
4770,assistiu_1a_aula
1997,assistiu_1a_aula
1479,visitou_site
5893,visitou_site
5266,assinou_plano
4789,assistiu_1a_aula
5670,assistiu_1a_aula
1122,assistiu_1a_aula
2366,visitou_site
5558,assistiu_1a_aula
5854,Assinou_Plano
3898,visitou_site
1268,assistiu_1a_aula
4594,visitou_site
3608,visitou_site
4319,criou_conta
1087,criou_conta
5793,renovou
5187,visitou_site
1716,visitou_site
2979,criou_conta
5512,criou_conta
1295,visitou_site
2310,criou_conta
5991,visitou_site
5731,criou_conta
3912,criou_conta
5030,criou_conta
4757,assistiu_1a_aula
4650,criou_conta
2844,visitou_site
1159,assistiu_1a_aula
2226,visitou_site
2121,assistiu_1a_aula
1741,visitou_site
1999,visitou_site
5971,assistiu_1a_aula
4086,assistiu_1a_aula
3827,assistiu_1a_aula
3849,visitou_site
2563,visitou_site
4408,assistiu_1a_aula
1001,Assinou_Plano
2094,assistiu_1a_aula
2409,visitou_site
2610,assistiu_1a_aula
2652,renovou
2139,visitou_site
3656,renovou
1072,assistiu_1a_aula
4721,visitou_site
2633,visitou_site
1984,visitou_site
4595,assistiu_1a_aula
4272,Assinou_Plano
3457,visitou_site
4128,criou_conta
2878,visitou_site
4564,visitou_site
1110,visitou_site
2771,criou_conta
3070,assistiu_1a_aula
5909,visitou_site
5817,visitou_site
3679,criou_conta
5465,visitou_site
2490,assinou_plano
5107,assistiu_1a_aula
5612,criou_conta
3641,visitou_site
3970,visitou_site
2477,renovou
2631,visitou_site
3181,assistiu_1a_aula
2839,criou_conta
1983,visitou_site
1601,assinou_plano
4327,assistiu_1a_aula
4484,visitou_site
4345,criou_conta
5438,criou_conta
5937,assistiu_1a_aula
4419,visitou_site
3705,visitou_site
4446,visitou_site
1576,criou_conta
1719,assistiu_1a_aula
3004,visitou_site
4928,assistiu_1a_aula
1188,assinou_plano
4540,Assinou_Plano
3613,visitou_site
4460,criou_conta
5509,assinou plano
2883,visitou_site
5963,criou_conta
1764,visitou_site
3752,criou_conta
1148,criou_conta
2045,assistiu_1a_aula
3350,visitou_site
3835,visitou_site
1925,assinou_plano
5015,visitou_site
4115,assinou_plano
1672,assistiu_1a_aula
2108,visitou_site
5755,assistiu_1a_aula
4131,renovou
2069,visitou_site
5394,visitou_site
2304,visitou_site
1882,visitou_site
3469,assistiu_1a_aula
3364,visitou_site
2216,criou_conta
2804,assistiu_1a_aula
1447,visitou_site
2242,criou_conta
2343,visitou_site
2041,visitou_site
4918,criou_conta
1293,criou_conta
1544,visitou_site
2387,visitou_site
4066,visitou_site
5636,visitou_site
5355,visitou_site
4555,criou_conta
5203,assistiu_1a_aula
5313,visitou_site
3098,assistiu_1a_aula
5475,criou_conta
3389,renovou
2830,visitou_site
5934,criou_conta
1937,assistiu_1a_aula
4608,Assinou_Plano
5842,visitou_site
3153,visitou_site
3568,visitou_site
3760,assistiu_1a_aula
4501,assinou_plano
4671,assistiu_1a_aula
1209,criou_conta
3107,criou_conta
2109,assistiu_1a_aula
2426,visitou_site
5530,assinou_plano
2852,Assinou_Plano
4879,criou_conta
1296,assistiu_1a_aula
3651,assistiu_1a_aula
1217,visitou_site
5338,renovou
5764,assistiu_1a_aula
5812,visitou_site
5655,visitou_site
1840,assinou_plano
5510,visitou_site
2866,visitou_site
1185,criou_conta
1800,criou_conta
2811,visitou_site
3125,visitou_site
2373,assistiu_1a_aula
4642,visitou_site
2773,visitou_site
2616,criou_conta
4867,criou_conta
2177,criou_conta
1299,visitou_site
1840,visitou_site
4682,criou_conta
1495,visitou_site
3638,visitou_site
4480,visitou_site
3450,visitou_site
1246,visitou_site
4136,criou_conta
2988,assistiu_1a_aula
3388,visitou_site
3636,visitou_site
3603,visitou_site
4379,visitou_site
2424,criou_conta
3632,visitou_site
2549,assistiu_1a_aula
1302,visitou_site
1489,renovou
4819,assistiu_1a_aula
5203,criou_conta
1306,visitou_site
2061,visitou_site
5655,assistiu_1a_aula
4992,assistiu_1a_aula
1776,criou_conta
2031,criou_conta
2146,visitou_site
3875,criou_conta
1531,assistiu_1a_aula
4731,criou_conta
5204,visitou_site
5886,assistiu_1a_aula
3249,Assinou_Plano
5419,assistiu_1a_aula
1810,criou_conta
3446,criou_conta
1763,criou_conta
2116,criou_conta
1519,renovou
5676,visitou_site
4391,assistiu_1a_aula
3969,visitou_site
1334,visitou_site
3115,visitou_site
2788,assinou_plano
3904,Assinou_Plano
2862,assinou plano
5746,criou_conta
5943,assistiu_1a_aula
4005,visitou_site
3610,visitou_site
2756,assistiu_1a_aula
3971,Assinou_Plano
5228,assistiu_1a_aula
3075,visitou_site
3419,visitou_site
5727,visitou_site
2421,visitou_site
1437,visitou_site
5775,renovou
3009,assistiu_1a_aula
3485,Assinou_Plano
2374,criou_conta
1688,visitou_site
2640,criou_conta
4039,assistiu_1a_aula
1919,assistiu_1a_aula
3160,visitou_site
1239,assistiu_1a_aula
3829,assistiu_1a_aula
2957,assinou_plano
2171,assistiu_1a_aula
1057,visitou_site
4646,visitou_site
2797,assistiu_1a_aula
2779,visitou_site
4011,visitou_site
1925,visitou_site
4712,assistiu_1a_aula
4683,visitou_site
2187,assistiu_1a_aula
4419,assistiu_1a_aula
3769,assinou_plano
5420,visitou_site
3943,criou_conta
2918,assinou plano
3167,visitou_site
1335,assistiu_1a_aula
1545,visitou_site
3175,visitou_site
1277,visitou_site
5634,assinou plano
1166,criou_conta
2718,renovou
5353,assinou plano
4132,criou_conta
3474,visitou_site
4569,visitou_site
3781,criou_conta
4187,criou_conta
2778,criou_conta
2301,visitou_site
1718,visitou_site
2261,renovou
4245,visitou_site
5103,visitou_site
4039,criou_conta
1060,criou_conta
4150,criou_conta
2995,visitou_site
3008,renovou
4206,Assinou_Plano
4194,visitou_site
1518,visitou_site
5217,assistiu_1a_aula
2979,assinou_plano
4561,Assinou_Plano
5296,visitou_site
5913,assistiu_1a_aula
2860,visitou_site
5120,renovou
3524,assistiu_1a_aula
2018,criou_conta
3361,assistiu_1a_aula
1999,assistiu_1a_aula
4654,visitou_site
2774,renovou
3314,visitou_site
4382,visitou_site
5764,visitou_site
1102,assistiu_1a_aula
5153,assistiu_1a_aula
3460,visitou_site
3939,Assinou_Plano
1431,criou_conta
1832,visitou_site
5957,assistiu_1a_aula
4909,criou_conta
4547,visitou_site
2234,criou_conta
1738,visitou_site
1122,visitou_site
4038,visitou_site
1052,criou_conta
4777,visitou_site
1960,criou_conta
5972,visitou_site
5441,assistiu_1a_aula
3592,criou_conta
1467,visitou_site
5178,visitou_site
4440,visitou_site
3913,criou_conta
3716,visitou_site
2641,renovou
5297,assinou plano
2769,visitou_site
5324,assistiu_1a_aula
1627,criou_conta
2053,assistiu_1a_aula
5342,visitou_site
2759,assistiu_1a_aula
1310,visitou_site
3546,assistiu_1a_aula
5779,assinou plano
3048,assistiu_1a_aula
1941,criou_conta
2746,criou_conta
5437,criou_conta
3928,visitou_site
3695,visitou_site
5095,assistiu_1a_aula
5369,visitou_site
3855,criou_conta
3134,visitou_site
4694,Assinou_Plano
1098,criou_conta
5588,assinou_plano
4496,criou_conta
2407,assistiu_1a_aula
2328,visitou_site
5586,renovou
3270,assistiu_1a_aula
5678,visitou_site
2632,visitou_site
5876,criou_conta
2491,assistiu_1a_aula
4044,Assinou_Plano
3144,visitou_site
5778,visitou_site
2236,criou_conta
3869,visitou_site
5949,renovou
4300,visitou_site
2532,visitou_site
5841,visitou_site
1298,visitou_site
2997,visitou_site
4345,visitou_site
5866,visitou_site
2287,assistiu_1a_aula
2418,visitou_site
2136,criou_conta
2848,assinou_plano
2842,assistiu_1a_aula
4898,criou_conta
5608,assistiu_1a_aula
1768,criou_conta
2786,assistiu_1a_aula
4279,visitou_site
1185,visitou_site
4574,criou_conta
5187,criou_conta
4493,visitou_site
5123,assistiu_1a_aula
5920,criou_conta
5843,criou_conta
1248,visitou_site
3091,assinou plano
4896,assinou plano
1691,visitou_site
5738,assinou_plano
5310,visitou_site
2283,assistiu_1a_aula
5082,assistiu_1a_aula
5186,visitou_site
3769,renovou
2387,assistiu_1a_aula
2170,renovou
1611,visitou_site
1761,visitou_site
5494,visitou_site
4471,visitou_site
5314,criou_conta
4502,visitou_site
5723,assistiu_1a_aula
4394,assistiu_1a_aula
3703,visitou_site
5084,assistiu_1a_aula
3306,assistiu_1a_aula
5230,assistiu_1a_aula
4483,visitou_site
4280,assistiu_1a_aula
1787,Assinou_Plano
3556,visitou_site
5679,assistiu_1a_aula
4667,visitou_site
2473,criou_conta
3590,visitou_site
1596,renovou
1388,criou_conta
5997,assistiu_1a_aula
3275,renovou
5588,visitou_site
1211,criou_conta
3853,visitou_site
2261,assinou plano
1118,visitou_site
2372,visitou_site
3436,criou_conta
4169,assinou_plano
2180,criou_conta
2672,visitou_site
3951,assistiu_1a_aula
3205,criou_conta
1894,criou_conta
4523,visitou_site
4997,visitou_site
5049,criou_conta
2179,assistiu_1a_aula
1663,visitou_site
5112,assistiu_1a_aula
2897,visitou_site
5165,visitou_site
5266,visitou_site
2448,criou_conta
3188,visitou_site
4824,assistiu_1a_aula
4643,visitou_site
2027,criou_conta
4116,assistiu_1a_aula
5372,assistiu_1a_aula
3217,assistiu_1a_aula
3025,visitou_site
1035,visitou_site
1541,visitou_site
2281,assistiu_1a_aula
1103,assistiu_1a_aula
4376,visitou_site
2925,visitou_site
5652,criou_conta
3364,assinou_plano
2869,criou_conta
5290,visitou_site
1373,assistiu_1a_aula
3612,Assinou_Plano
5040,criou_conta
4662,assinou plano
4394,visitou_site
3266,criou_conta
5520,criou_conta
4325,visitou_site
3724,visitou_site
5656,visitou_site
4742,criou_conta
1195,criou_conta
3455,visitou_site
3389,visitou_site
1876,visitou_site
5024,criou_conta
1471,renovou
1239,assinou plano
5768,assistiu_1a_aula
3362,assistiu_1a_aula
1885,assistiu_1a_aula
4820,visitou_site
2376,criou_conta
2126,visitou_site
5258,criou_conta
2550,visitou_site
5660,visitou_site
1488,visitou_site
2687,visitou_site
4027,criou_conta
3039,assistiu_1a_aula
5948,renovou
3142,assistiu_1a_aula
2015,visitou_site
2461,criou_conta
4417,renovou
1829,assistiu_1a_aula
5009,assinou plano
3916,criou_conta
3313,assistiu_1a_aula
3165,visitou_site
2537,assistiu_1a_aula
4559,assistiu_1a_aula
1993,visitou_site
2230,assistiu_1a_aula
3271,assistiu_1a_aula
1294,visitou_site
1215,assistiu_1a_aula
4599,visitou_site
1762,visitou_site
1855,visitou_site
4139,visitou_site
4670,criou_conta
2175,visitou_site
4423,criou_conta
3091,assistiu_1a_aula
5662,assistiu_1a_aula
4051,renovou
4590,assinou plano
4746,visitou_site
2641,assinou_plano
1717,visitou_site
4832,visitou_site
1575,assistiu_1a_aula
2872,visitou_site
4784,visitou_site
2183,assistiu_1a_aula
1242,assistiu_1a_aula
3721,Assinou_Plano
3541,criou_conta
5419,visitou_site
2093,visitou_site
2551,assistiu_1a_aula
3199,visitou_site
5584,visitou_site
4368,assistiu_1a_aula
3546,Assinou_Plano
4982,criou_conta
4765,visitou_site
2106,renovou
1183,assistiu_1a_aula
3389,Assinou_Plano
2000,visitou_site
2926,visitou_site
4775,assistiu_1a_aula
4947,assistiu_1a_aula
2795,visitou_site
5413,criou_conta
3909,visitou_site
5493,criou_conta
4767,visitou_site
1961,assistiu_1a_aula
5960,assistiu_1a_aula
4476,visitou_site
4472,criou_conta
3918,visitou_site
5464,assistiu_1a_aula
1888,assinou_plano
3911,visitou_site
1894,visitou_site
4977,assistiu_1a_aula
5260,visitou_site
5739,visitou_site
1245,criou_conta
5589,criou_conta
2386,assinou_plano
3523,visitou_site
2734,visitou_site
4581,visitou_site
3676,visitou_site
5424,visitou_site
1806,assinou_plano
5760,visitou_site
1919,criou_conta
2234,assistiu_1a_aula
2561,visitou_site
5953,visitou_site
1623,visitou_site
2196,visitou_site
5025,visitou_site
1520,assistiu_1a_aula
1038,criou_conta
4904,visitou_site
3196,visitou_site
1509,criou_conta
3907,visitou_site
3820,assistiu_1a_aula
5989,visitou_site
4089,criou_conta
4281,visitou_site
3471,assistiu_1a_aula
3668,visitou_site
5901,assistiu_1a_aula
1224,criou_conta
2386,criou_conta
1586,criou_conta
1862,criou_conta
1069,criou_conta
2533,visitou_site
5095,assinou_plano
1212,visitou_site
2551,visitou_site
2388,assistiu_1a_aula
2367,visitou_site
2286,criou_conta
4738,renovou
3265,criou_conta
3417,visitou_site
2075,visitou_site
1996,criou_conta
1934,criou_conta
2996,visitou_site
4664,criou_conta
4622,criou_conta
4633,criou_conta
5986,criou_conta
5285,criou_conta
3068,visitou_site
4438,criou_conta
4662,assistiu_1a_aula
4141,assistiu_1a_aula
5367,visitou_site
4047,renovou
3200,criou_conta
3951,criou_conta
1281,visitou_site
2500,assistiu_1a_aula
1531,visitou_site
3957,visitou_site
2714,assistiu_1a_aula
2544,assistiu_1a_aula
4692,criou_conta
5104,assistiu_1a_aula
1627,visitou_site
1712,visitou_site
4542,criou_conta
4140,assistiu_1a_aula
3836,criou_conta
4859,visitou_site
2207,visitou_site
3461,criou_conta
4057,visitou_site
1207,renovou
1734,assistiu_1a_aula
5810,visitou_site
1287,visitou_site
5363,visitou_site
1771,visitou_site
5052,visitou_site
4089,visitou_site
5079,visitou_site
4535,assistiu_1a_aula
1618,assinou plano
5267,assistiu_1a_aula
4129,renovou
3760,criou_conta
1465,assistiu_1a_aula
4386,visitou_site
1860,visitou_site
3325,visitou_site
2670,criou_conta
2853,assistiu_1a_aula
4210,assistiu_1a_aula
5819,renovou
4110,criou_conta
3649,assistiu_1a_aula
3136,visitou_site
4455,visitou_site
4530,criou_conta
4874,criou_conta
3933,visitou_site
4597,criou_conta
1278,assinou_plano
1937,criou_conta
1798,visitou_site
3800,assistiu_1a_aula
2261,visitou_site
2116,assistiu_1a_aula
4037,visitou_site
3164,visitou_site
5327,assinou_plano
2430,visitou_site
2718,criou_conta
1584,visitou_site
1226,criou_conta
1051,assistiu_1a_aula
4949,visitou_site
4030,criou_conta
4966,visitou_site
2292,criou_conta
1929,assistiu_1a_aula
4782,visitou_site
4641,visitou_site
1745,visitou_site
1293,renovou
3380,visitou_site
3344,visitou_site
1992,Assinou_Plano
5840,assistiu_1a_aula
3771,visitou_site
2383,criou_conta
3445,visitou_site
3994,visitou_site
5018,visitou_site
2935,criou_conta
4383,visitou_site
3200,assinou_plano
3781,visitou_site
1200,renovou
3336,assistiu_1a_aula
4646,assinou_plano
2193,visitou_site
4990,visitou_site
3168,visitou_site
4269,criou_conta
5930,visitou_site
2283,assinou_plano
2597,visitou_site
4232,visitou_site
5121,assistiu_1a_aula
5390,assistiu_1a_aula
1924,visitou_site
2244,criou_conta
3037,visitou_site
2174,visitou_site
5661,assistiu_1a_aula
2840,renovou
2697,visitou_site
4335,assistiu_1a_aula
5631,visitou_site
3749,visitou_site
5552,assinou plano
1785,visitou_site
3414,visitou_site
4363,visitou_site
3370,visitou_site
4146,Assinou_Plano
4665,visitou_site
3928,assistiu_1a_aula
5906,criou_conta
4960,visitou_site
2510,visitou_site
4309,assistiu_1a_aula
3752,assistiu_1a_aula
5602,assistiu_1a_aula
3238,criou_conta
5702,visitou_site
1820,visitou_site
4606,criou_conta
1954,visitou_site
1340,criou_conta
1027,renovou
2907,renovou
5657,visitou_site
3471,visitou_site
5254,visitou_site
5081,renovou
5196,visitou_site
1218,assistiu_1a_aula
2335,visitou_site
2576,visitou_site
2450,assistiu_1a_aula
2720,criou_conta
5044,visitou_site
4887,criou_conta
2182,visitou_site
4973,criou_conta
5868,assistiu_1a_aula
3889,visitou_site
3222,criou_conta
1720,visitou_site
2162,criou_conta
5335,assistiu_1a_aula
4865,visitou_site
2128,Assinou_Plano
5923,assistiu_1a_aula
1533,assistiu_1a_aula
4057,assinou plano
4680,visitou_site
3636,criou_conta
1115,visitou_site
4663,criou_conta
2518,visitou_site
3820,criou_conta
4317,visitou_site
3852,visitou_site
1788,assistiu_1a_aula
3009,visitou_site
5949,assistiu_1a_aula
4374,assistiu_1a_aula
4678,assinou plano
4101,criou_conta
5450,assistiu_1a_aula
2226,assistiu_1a_aula
1632,criou_conta
3511,renovou
2840,visitou_site
4499,visitou_site
5354,criou_conta
1734,criou_conta
3247,assistiu_1a_aula
3921,visitou_site
3269,assistiu_1a_aula
1698,criou_conta
5323,visitou_site
3167,assistiu_1a_aula
3836,visitou_site
4929,criou_conta
3300,criou_conta
4620,visitou_site
3209,criou_conta
4744,assistiu_1a_aula
4937,assistiu_1a_aula
4376,assistiu_1a_aula
1016,criou_conta
4116,visitou_site
5591,visitou_site
2304,criou_conta
5113,visitou_site
3981,visitou_site
3675,visitou_site
5451,visitou_site
3505,assistiu_1a_aula
1822,visitou_site
4951,visitou_site
1749,assistiu_1a_aula
4417,Assinou_Plano
5179,assistiu_1a_aula
2565,criou_conta
2801,assistiu_1a_aula
2197,assistiu_1a_aula
4994,visitou_site
2872,criou_conta
5379,visitou_site
1965,criou_conta
3441,assistiu_1a_aula
4122,criou_conta
5905,criou_conta
2771,Assinou_Plano
1964,visitou_site
1548,criou_conta
5663,criou_conta
2958,visitou_site
2652,criou_conta
5993,visitou_site
1393,renovou
2880,visitou_site
2839,assistiu_1a_aula
4437,criou_conta
2642,visitou_site
5562,visitou_site
5357,visitou_site
3771,criou_conta
2075,criou_conta
4553,visitou_site
1864,criou_conta
4696,visitou_site
5605,criou_conta
2181,visitou_site
1539,visitou_site
3290,criou_conta
5936,assistiu_1a_aula
5365,visitou_site
5641,visitou_site
3924,assistiu_1a_aula
5342,criou_conta
3916,assistiu_1a_aula
3743,visitou_site
5249,assistiu_1a_aula
4169,visitou_site
3857,visitou_site
3923,assistiu_1a_aula
1206,visitou_site
2884,visitou_site
5817,assinou_plano
4065,visitou_site
